Strain : Compressive strain (Extension) gauge length,"100.00000",mm
Strain : Time at removal,,s
Test : Rate 1,"75.00000",mm/min
General : Start date,"9/12/2024"

Time,Extension,Load
(s),(mm),(N)
"21.41300","26.74075","6.23351"
"21.41400","26.74200","6.23399"
"21.41500","26.74325","6.23471"
"21.41600","26.74449","6.23572"
"21.41700","26.74574","6.23686"
"21.41800","26.74698","6.23814"
"21.41900","26.74823","6.23970"
"21.42000","26.74947","6.24147"
"21.42100","26.75072","6.24314"
"21.42200","26.75196","6.24442"
"21.42300","26.75321","6.24519"
"21.42400","26.75445","6.24558"
"21.42500","26.75569","6.24570"
"21.42600","26.75694","6.24556"
"21.42700","26.75818","6.24527"
"21.42800","26.75943","6.24505"
"21.42900","26.76067","6.24501"
"21.43000","26.76192","6.24510"
"21.43100","26.76316","6.24519"
"21.43200","26.76440","6.24515"
"21.43300","26.76565","6.24494"
"21.43400","26.76690","6.24447"
"21.43500","26.76814","6.24355"
"21.43600","26.76938","6.24216"
"21.43700","26.77063","6.24081"
"21.43800","26.77188","6.24011"
"21.43900","26.77312","6.24005"
"21.44000","26.77437","6.24009"
"21.44100","26.77561","6.24016"
"21.44200","26.77686","6.24065"
"21.44300","26.77810","6.24174"
"21.44400","26.77935","6.24309"
"21.44500","26.78059","6.24452"
"21.44600","26.78184","6.24620"
"21.44700","26.78308","6.24810"
"21.44800","26.78433","6.24969"
"21.44900","26.78557","6.25068"
"21.45000","26.78682","6.25144"
"21.45100","26.78807","6.25242"
"21.45200","26.78931","6.25361"
"21.45300","26.79056","6.25497"
"21.45400","26.79180","6.25668"
"21.45500","26.79305","6.25867"
"21.45600","26.79430","6.26059"
"21.45700","26.79554","6.26238"
"21.45800","26.79679","6.26419"
"21.45900","26.79803","6.26588"
"21.46000","26.79928","6.26716"
"21.46100","26.80053","6.26802"
"21.46200","26.80178","6.26871"
"21.46300","26.80303","6.26933"
"21.46400","26.80427","6.26976"
"21.46500","26.80552","6.27009"
"21.46600","26.80677","6.27071"
"21.46700","26.80802","6.27176"
"21.46800","26.80927","6.27286"
"21.46900","26.81052","6.27370"
"21.47000","26.81177","6.27428"
"21.47100","26.81302","6.27440"
"21.47200","26.81427","6.27373"
"21.47300","26.81552","6.27250"
"21.47400","26.81677","6.27148"
"21.47500","26.81802","6.27097"
"21.47600","26.81927","6.27053"
"21.47700","26.82052","6.26979"
"21.47800","26.82177","6.26908"
"21.47900","26.82302","6.26891"
"21.48000","26.82427","6.26922"
"21.48100","26.82552","6.26958"
"21.48200","26.82677","6.26987"
"21.48300","26.82801","6.27011"
"21.48400","26.82926","6.27014"
"21.48500","26.83051","6.26974"
"21.48600","26.83176","6.26909"
"21.48700","26.83301","6.26854"
"21.48800","26.83426","6.26840"
"21.48900","26.83551","6.26891"
"21.49000","26.83676","6.27020"
"21.49100","26.83801","6.27206"
"21.49200","26.83926","6.27407"
"21.49300","26.84051","6.27609"
"21.49400","26.84176","6.27821"
"21.49500","26.84302","6.28044"
"21.49600","26.84427","6.28252"
"21.49700","26.84552","6.28429"
"21.49800","26.84677","6.28588"
"21.49900","26.84803","6.28742"
"21.50000","26.84928","6.28894"
"21.50100","26.85053","6.29056"
"21.50200","26.85179","6.29259"
"21.50300","26.85304","6.29501"
"21.50400","26.85430","6.29753"
"21.50500","26.85555","6.29993"
"21.50600","26.85681","6.30218"
"21.50700","26.85806","6.30417"
"21.50800","26.85932","6.30570"
"21.50900","26.86057","6.30666"
"21.51000","26.86183","6.30710"
"21.51100","26.86308","6.30723"
"21.51200","26.86434","6.30716"
"21.51300","26.86560","6.30705"
"21.51400","26.86685","6.30711"
"21.51500","26.86810","6.30742"
"21.51600","26.86936","6.30785"
"21.51700","26.87062","6.30825"
"21.51800","26.87187","6.30850"
"21.51900","26.87313","6.30835"
"21.52000","26.87438","6.30771"
"21.52100","26.87563","6.30682"
"21.52200","26.87689","6.30596"
"21.52300","26.87814","6.30533"
"21.52400","26.87940","6.30495"
"21.52500","26.88065","6.30479"
"21.52600","26.88190","6.30491"
"21.52700","26.88316","6.30540"
"21.52800","26.88441","6.30627"
"21.52900","26.88566","6.30742"
"21.53000","26.88692","6.30862"
"21.53100","26.88817","6.30963"
"21.53200","26.88942","6.31030"
"21.53300","26.89068","6.31067"
"21.53400","26.89193","6.31084"
"21.53500","26.89318","6.31081"
"21.53600","26.89444","6.31069"
"21.53700","26.89569","6.31067"
"21.53800","26.89694","6.31074"
"21.53900","26.89819","6.31080"
"21.54000","26.89944","6.31115"
"21.54100","26.90070","6.31230"
"21.54200","26.90195","6.31421"
"21.54300","26.90320","6.31599"
"21.54400","26.90446","6.31697"
"21.54500","26.90571","6.31742"
"21.54600","26.90696","6.31790"
"21.54700","26.90821","6.31853"
"21.54800","26.90946","6.31915"
"21.54900","26.91072","6.31989"
"21.55000","26.91197","6.32112"
"21.55100","26.91322","6.32284"
"21.55200","26.91447","6.32481"
"21.55300","26.91572","6.32712"
"21.55400","26.91697","6.32993"
"21.55500","26.91822","6.33285"
"21.55600","26.91948","6.33536"
"21.55700","26.92073","6.33738"
"21.55800","26.92198","6.33922"
"21.55900","26.92323","6.34101"
"21.56000","26.92448","6.34265"
"21.56100","26.92573","6.34423"
"21.56200","26.92698","6.34604"
"21.56300","26.92823","6.34811"
"21.56400","26.92948","6.35017"
"21.56500","26.93073","6.35216"
"21.56600","26.93198","6.35416"
"21.56700","26.93323","6.35599"
"21.56800","26.93448","6.35719"
"21.56900","26.93573","6.35768"
"21.57000","26.93698","6.35776"
"21.57100","26.93823","6.35752"
"21.57200","26.93948","6.35679"
"21.57300","26.94073","6.35565"
"21.57400","26.94197","6.35454"
"21.57500","26.94322","6.35376"
"21.57600","26.94447","6.35333"
"21.57700","26.94572","6.35319"
"21.57800","26.94697","6.35318"
"21.57900","26.94821","6.35296"
"21.58000","26.94946","6.35225"
"21.58100","26.95070","6.35121"
"21.58200","26.95195","6.35025"
"21.58300","26.95319","6.34943"
"21.58400","26.95444","6.34856"
"21.58500","26.95568","6.34771"
"21.58600","26.95692","6.34723"
"21.58700","26.95817","6.34719"
"21.58800","26.95941","6.34747"
"21.58900","26.96065","6.34824"
"21.59000","26.96189","6.34969"
"21.59100","26.96313","6.35156"
"21.59200","26.96438","6.35338"
"21.59300","26.96562","6.35498"
"21.59400","26.96686","6.35642"
"21.59500","26.96811","6.35762"
"21.59600","26.96935","6.35854"
"21.59700","26.97059","6.35936"
"21.59800","26.97183","6.36047"
"21.59900","26.97308","6.36196"
"21.60000","26.97432","6.36362"
"21.60100","26.97557","6.36530"
"21.60200","26.97681","6.36706"
"21.60300","26.97806","6.36886"
"21.60400","26.97930","6.37041"
"21.60500","26.98055","6.37153"
"21.60600","26.98180","6.37228"
"21.60700","26.98304","6.37274"
"21.60800","26.98429","6.37295"
"21.60900","26.98554","6.37309"
"21.61000","26.98679","6.37338"
"21.61100","26.98803","6.37393"
"21.61200","26.98928","6.37458"
"21.61300","26.99053","6.37540"
"21.61400","26.99178","6.37673"
"21.61500","26.99303","6.37867"
"21.61600","26.99427","6.38059"
"21.61700","26.99552","6.38189"
"21.61800","26.99677","6.38266"
"21.61900","26.99802","6.38335"
"21.62000","26.99927","6.38415"
"21.62100","27.00052","6.38493"
"21.62200","27.00177","6.38582"
"21.62300","27.00302","6.38724"
"21.62400","27.00427","6.38932"
"21.62500","27.00552","6.39163"
"21.62600","27.00677","6.39373"
"21.62700","27.00802","6.39550"
"21.62800","27.00928","6.39690"
"21.62900","27.01053","6.39780"
"21.63000","27.01178","6.39817"
"21.63100","27.01303","6.39817"
"21.63200","27.01428","6.39802"
"21.63300","27.01554","6.39781"
"21.63400","27.01679","6.39770"
"21.63500","27.01804","6.39795"
"21.63600","27.01929","6.39856"
"21.63700","27.02055","6.39923"
"21.63800","27.02180","6.39970"
"21.63900","27.02305","6.40000"
"21.64000","27.02431","6.40014"
"21.64100","27.02556","6.39995"
"21.64200","27.02681","6.39944"
"21.64300","27.02806","6.39884"
"21.64400","27.02931","6.39827"
"21.64500","27.03056","6.39752"
"21.64600","27.03181","6.39649"
"21.64700","27.03306","6.39546"
"21.64800","27.03432","6.39490"
"21.64900","27.03557","6.39484"
"21.65000","27.03682","6.39500"
"21.65100","27.03806","6.39540"
"21.65200","27.03932","6.39604"
"21.65300","27.04057","6.39651"
"21.65400","27.04181","6.39641"
"21.65500","27.04306","6.39589"
"21.65600","27.04432","6.39542"
"21.65700","27.04557","6.39529"
"21.65800","27.04682","6.39553"
"21.65900","27.04807","6.39612"
"21.66000","27.04932","6.39710"
"21.66100","27.05057","6.39837"
"21.66200","27.05182","6.39959"
"21.66300","27.05308","6.40050"
"21.66400","27.05433","6.40117"
"21.66500","27.05558","6.40168"
"21.66600","27.05683","6.40198"
"21.66700","27.05808","6.40205"
"21.66800","27.05934","6.40200"
"21.66900","27.06059","6.40200"
"21.67000","27.06185","6.40213"
"21.67100","27.06310","6.40242"
"21.67200","27.06435","6.40294"
"21.67300","27.06561","6.40375"
"21.67400","27.06686","6.40475"
"21.67500","27.06812","6.40581"
"21.67600","27.06937","6.40686"
"21.67700","27.07063","6.40772"
"21.67800","27.07188","6.40809"
"21.67900","27.07313","6.40785"
"21.68000","27.07439","6.40729"
"21.68100","27.07564","6.40682"
"21.68200","27.07689","6.40664"
"21.68300","27.07815","6.40690"
"21.68400","27.07940","6.40771"
"21.68500","27.08066","6.40909"
"21.68600","27.08191","6.41081"
"21.68700","27.08316","6.41271"
"21.68800","27.08442","6.41468"
"21.68900","27.08567","6.41662"
"21.69000","27.08693","6.41835"
"21.69100","27.08818","6.41979"
"21.69200","27.08943","6.42105"
"21.69300","27.09068","6.42218"
"21.69400","27.09194","6.42315"
"21.69500","27.09319","6.42409"
"21.69600","27.09444","6.42532"
"21.69700","27.09570","6.42693"
"21.69800","27.09695","6.42873"
"21.69900","27.09820","6.43049"
"21.70000","27.09945","6.43212"
"21.70100","27.10070","6.43347"
"21.70200","27.10196","6.43442"
"21.70300","27.10321","6.43528"
"21.70400","27.10446","6.43631"
"21.70500","27.10571","6.43702"
"21.70600","27.10696","6.43691"
"21.70700","27.10821","6.43642"
"21.70800","27.10946","6.43644"
"21.70900","27.11071","6.43720"
"21.71000","27.11196","6.43812"
"21.71100","27.11320","6.43869"
"21.71200","27.11445","6.43899"
"21.71300","27.11570","6.43917"
"21.71400","27.11695","6.43892"
"21.71500","27.11820","6.43803"
"21.71600","27.11945","6.43683"
"21.71700","27.12070","6.43570"
"21.71800","27.12194","6.43473"
"21.71900","27.12319","6.43411"
"21.72000","27.12444","6.43421"
"21.72100","27.12569","6.43496"
"21.72200","27.12693","6.43592"
"21.72300","27.12818","6.43691"
"21.72400","27.12943","6.43804"
"21.72500","27.13067","6.43925"
"21.72600","27.13192","6.44020"
"21.72700","27.13317","6.44074"
"21.72800","27.13441","6.44112"
"21.72900","27.13566","6.44156"
"21.73000","27.13690","6.44198"
"21.73100","27.13815","6.44252"
"21.73200","27.13939","6.44352"
"21.73300","27.14064","6.44509"
"21.73400","27.14188","6.44689"
"21.73500","27.14313","6.44870"
"21.73600","27.14437","6.45061"
"21.73700","27.14561","6.45248"
"21.73800","27.14686","6.45386"
"21.73900","27.14810","6.45455"
"21.74000","27.14935","6.45481"
"21.74100","27.15059","6.45500"
"21.74200","27.15184","6.45541"
"21.74300","27.15308","6.45631"
"21.74400","27.15432","6.45777"
"21.74500","27.15557","6.45949"
"21.74600","27.15681","6.46115"
"21.74700","27.15806","6.46274"
"21.74800","27.15930","6.46445"
"21.74900","27.16054","6.46624"
"21.75000","27.16179","6.46780"
"21.75100","27.16303","6.46898"
"21.75200","27.16427","6.46992"
"21.75300","27.16552","6.47078"
"21.75400","27.16676","6.47155"
"21.75500","27.16801","6.47233"
"21.75600","27.16925","6.47359"
"21.75700","27.17050","6.47563"
"21.75800","27.17174","6.47808"
"21.75900","27.17299","6.48033"
"21.76000","27.17424","6.48222"
"21.76100","27.17548","6.48398"
"21.76200","27.17673","6.48564"
"21.76300","27.17798","6.48696"
"21.76400","27.17923","6.48784"
"21.76500","27.18048","6.48847"
"21.76600","27.18173","6.48902"
"21.76700","27.18298","6.48944"
"21.76800","27.18423","6.48984"
"21.76900","27.18548","6.49057"
"21.77000","27.18673","6.49174"
"21.77100","27.18798","6.49299"
"21.77200","27.18923","6.49394"
"21.77300","27.19049","6.49451"
"21.77400","27.19174","6.49466"
"21.77500","27.19300","6.49421"
"21.77600","27.19425","6.49310"
"21.77700","27.19550","6.49187"
"21.77800","27.19676","6.49128"
"21.77900","27.19802","6.49142"
"21.78000","27.19927","6.49168"
"21.78100","27.20053","6.49177"
"21.78200","27.20178","6.49207"
"21.78300","27.20304","6.49293"
"21.78400","27.20429","6.49418"
"21.78500","27.20555","6.49540"
"21.78600","27.20680","6.49652"
"21.78700","27.20806","6.49766"
"21.78800","27.20931","6.49878"
"21.78900","27.21057","6.49981"
"21.79000","27.21182","6.50092"
"21.79100","27.21308","6.50226"
"21.79200","27.21433","6.50370"
"21.79300","27.21559","6.50517"
"21.79400","27.21684","6.50691"
"21.79500","27.21810","6.50905"
"21.79600","27.21935","6.51125"
"21.79700","27.22061","6.51306"
"21.79800","27.22187","6.51448"
"21.79900","27.22312","6.51570"
"21.80000","27.22438","6.51667"
"21.80100","27.22564","6.51726"
"21.80200","27.22689","6.51758"
"21.80300","27.22815","6.51794"
"21.80400","27.22940","6.51850"
"21.80500","27.23066","6.51915"
"21.80600","27.23191","6.51991"
"21.80700","27.23317","6.52092"
"21.80800","27.23443","6.52201"
"21.80900","27.23568","6.52294"
"21.81000","27.23694","6.52376"
"21.81100","27.23819","6.52446"
"21.81200","27.23944","6.52468"
"21.81300","27.24070","6.52413"
"21.81400","27.24195","6.52317"
"21.81500","27.24321","6.52245"
"21.81600","27.24446","6.52224"
"21.81700","27.24571","6.52236"
"21.81800","27.24697","6.52277"
"21.81900","27.24822","6.52362"
"21.82000","27.24947","6.52481"
"21.82100","27.25072","6.52588"
"21.82200","27.25198","6.52658"
"21.82300","27.25323","6.52712"
"21.82400","27.25448","6.52767"
"21.82500","27.25573","6.52807"
"21.82600","27.25698","6.52822"
"21.82700","27.25823","6.52835"
"21.82800","27.25949","6.52873"
"21.82900","27.26074","6.52940"
"21.83000","27.26199","6.53028"
"21.83100","27.26324","6.53135"
"21.83200","27.26449","6.53257"
"21.83300","27.26575","6.53369"
"21.83400","27.26700","6.53443"
"21.83500","27.26825","6.53482"
"21.83600","27.26950","6.53504"
"21.83700","27.27075","6.53510"
"21.83800","27.27200","6.53492"
"21.83900","27.27325","6.53468"
"21.84000","27.27450","6.53470"
"21.84100","27.27575","6.53510"
"21.84200","27.27700","6.53572"
"21.84300","27.27825","6.53642"
"21.84400","27.27950","6.53724"
"21.84500","27.28074","6.53829"
"21.84600","27.28199","6.53948"
"21.84700","27.28323","6.54054"
"21.84800","27.28448","6.54120"
"21.84900","27.28573","6.54145"
"21.85000","27.28697","6.54156"
"21.85100","27.28822","6.54191"
"21.85200","27.28946","6.54267"
"21.85300","27.29070","6.54381"
"21.85400","27.29195","6.54523"
"21.85500","27.29319","6.54699"
"21.85600","27.29444","6.54909"
"21.85700","27.29568","6.55131"
"21.85800","27.29692","6.55337"
"21.85900","27.29817","6.55508"
"21.86000","27.29941","6.55636"
"21.86100","27.30066","6.55724"
"21.86200","27.30190","6.55789"
"21.86300","27.30315","6.55852"
"21.86400","27.30439","6.55929"
"21.86500","27.30564","6.56025"
"21.86600","27.30688","6.56155"
"21.86700","27.30812","6.56321"
"21.86800","27.30937","6.56504"
"21.86900","27.31062","6.56671"
"21.87000","27.31186","6.56806"
"21.87100","27.31311","6.56904"
"21.87200","27.31435","6.56960"
"21.87300","27.31560","6.56972"
"21.87400","27.31684","6.56952"
"21.87500","27.31809","6.56922"
"21.87600","27.31933","6.56888"
"21.87700","27.32058","6.56851"
"21.87800","27.32182","6.56851"
"21.87900","27.32306","6.56934"
"21.88000","27.32431","6.57088"
"21.88100","27.32556","6.57247"
"21.88200","27.32680","6.57365"
"21.88300","27.32804","6.57447"
"21.88400","27.32929","6.57517"
"21.88500","27.33053","6.57577"
"21.88600","27.33178","6.57621"
"21.88700","27.33302","6.57666"
"21.88800","27.33427","6.57742"
"21.88900","27.33552","6.57859"
"21.89000","27.33676","6.58009"
"21.89100","27.33801","6.58184"
"21.89200","27.33926","6.58378"
"21.89300","27.34050","6.58558"
"21.89400","27.34175","6.58694"
"21.89500","27.34299","6.58784"
"21.89600","27.34424","6.58838"
"21.89700","27.34549","6.58855"
"21.89800","27.34674","6.58835"
"21.89900","27.34799","6.58800"
"21.90000","27.34924","6.58788"
"21.90100","27.35048","6.58817"
"21.90200","27.35173","6.58882"
"21.90300","27.35298","6.58969"
"21.90400","27.35423","6.59060"
"21.90500","27.35548","6.59140"
"21.90600","27.35673","6.59220"
"21.90700","27.35798","6.59315"
"21.90800","27.35923","6.59402"
"21.90900","27.36048","6.59438"
"21.91000","27.36173","6.59421"
"21.91100","27.36297","6.59396"
"21.91200","27.36422","6.59388"
"21.91300","27.36547","6.59385"
"21.91400","27.36672","6.59393"
"21.91500","27.36797","6.59449"
"21.91600","27.36922","6.59560"
"21.91700","27.37047","6.59682"
"21.91800","27.37172","6.59780"
"21.91900","27.37297","6.59866"
"21.92000","27.37423","6.59955"
"21.92100","27.37548","6.60030"
"21.92200","27.37673","6.60077"
"21.92300","27.37798","6.60122"
"21.92400","27.37923","6.60194"
"21.92500","27.38048","6.60297"
"21.92600","27.38173","6.60423"
"21.92700","27.38299","6.60578"
"21.92800","27.38424","6.60760"
"21.92900","27.38549","6.60948"
"21.93000","27.38674","6.61131"
"21.93100","27.38800","6.61308"
"21.93200","27.38925","6.61471"
"21.93300","27.39050","6.61602"
"21.93400","27.39175","6.61698"
"21.93500","27.39301","6.61784"
"21.93600","27.39426","6.61879"
"21.93700","27.39551","6.61977"
"21.93800","27.39677","6.62076"
"21.93900","27.39802","6.62211"
"21.94000","27.39927","6.62408"
"21.94100","27.40053","6.62630"
"21.94200","27.40178","6.62814"
"21.94300","27.40303","6.62938"
"21.94400","27.40428","6.63020"
"21.94500","27.40554","6.63076"
"21.94600","27.40679","6.63096"
"21.94700","27.40804","6.63083"
"21.94800","27.40929","6.63075"
"21.94900","27.41055","6.63105"
"21.95000","27.41180","6.63167"
"21.95100","27.41305","6.63250"
"21.95200","27.41430","6.63360"
"21.95300","27.41556","6.63504"
"21.95400","27.41681","6.63673"
"21.95500","27.41806","6.63846"
"21.95600","27.41931","6.63995"
"21.95700","27.42056","6.64106"
"21.95800","27.42182","6.64177"
"21.95900","27.42307","6.64215"
